0.51,0.65741,0.240784,-0.67804,0.853932,0.506729,-0.186202,0,0,0
0.525,0.635437,0.238831,-0.665588,0.6554,0.401049,-0.152604,0.072185,0.0231373,-0.0426698
0.535,0.645264,0.253357,-0.682312,0.546055,0.299646,-0.170319,0.103812,0.0342939,-0.05959
0.555,0.598938,0.184387,-0.697327,0.544834,0.14754,-0.161156,0.132899,0.0437319,-0.0768789
0.57,0.603271,0.252869,-0.712402,0.361574,0.0815668,-0.0725808,0.157902,0.054659,-0.0891446
0.585,0.544739,0.255005,-0.704224,0.214355,-0.0131173,-0.0249333,0.178908,0.0657517,-0.101491
0.605,0.550049,0.165649,-0.718384,-0.0794708,-0.130404,-0.00721817,0.199988,0.0730361,-0.113466
0.615,0.575867,0.232239,-0.681152,-0.250513,-0.157282,0.0276012,0.216104,0.0797277,-0.121488
0.63,0.590698,0.262634,-0.682251,-0.491194,-0.20554,0.0141621,0.229523,0.0858251,-0.12666
0.645,0.593689,0.28772,-0.728577,-0.689725,-0.281898,0.0495923,0.242111,0.0925875,-0.129176
0.665,0.542908,0.40448,-0.742188,-0.376962,-0.250744,0.108846,0.249148,0.10274,-0.12895
0.675,0.566406,0.43634,-0.748169,-0.103905,-0.2764,0.137557,0.254404,0.112044,-0.126341
0.69,0.555176,0.343567,-0.765564,0.115395,-0.234251,0.184594,0.261364,0.11819,-0.125504
0.715,0.615051,0.306641,-0.755554,0.138608,-0.24769,0.367242,0.266272,0.119942,-0.122313
0.73,0.7052,0.206543,-0.775818,0.0231546,-0.257464,0.293328,0.273554,0.116202,-0.117225
0.74,0.674377,0.132996,-0.835083,-0.221192,-0.176829,0.275613,0.284176,0.112946,-0.113405
0.755,0.571045,0.29718,-0.947571,-0.243794,-0.123684,0.40817,0.291673,0.120013,-0.106598
0.77,0.497986,0.260681,-0.927185,-0.0861904,-0.0461041,0.309821,0.298258,0.126924,-0.103372
0.775,0.459656,0.265381,-0.902283,-0.0251038,-0.0363302,0.328758,0.303199,0.13406,-0.101993
0.785,0.396179,0.332764,-0.822632,-0.0342668,0.0143716,0.374573,0.302345,0.142371,-0.10323
0.805,0.5401,0.0610352,-0.702759,-0.265785,0.0394171,0.416722,0.305073,0.135109,-0.107632
0.82,0.654846,0.225952,-0.63916,-0.473479,0.159147,0.150996,0.298459,0.127557,-0.106178
0.825,0.719666,0.234131,-0.651001,-0.506466,0.195799,-0.00294211,0.291737,0.118764,-0.101955
0.845,0.829529,0.211609,-0.668213,-0.180264,0.203129,-0.243012,0.285643,0.106965,-0.0938279
0.865,0.770691,0.256653,-0.700806,0.277885,0.136545,-0.362742,0.279097,0.0999062,-0.0863671
0.875,0.719421,0.216248,-0.699829,0.456869,0.123716,-0.431159,0.274269,0.093808,-0.081817
0.895,0.648682,0.215942,-0.669983,0.676781,0.0620191,-0.442765,0.26828,0.0896055,-0.0807529
0.915,0.638184,0.226807,-0.677795,0.660898,-0.0570997,-0.453761,0.261561,0.0862305,-0.0795503
0.93,0.729675,0.285461,-0.704102,0.623635,-0.0760365,-0.280886,0.25243,0.0820391,-0.0733382
0.945,0.691711,0.21344,-0.715149,0.511847,-0.0729822,-0.175206,0.246462,0.0777516,-0.0695083
0.95,0.696838,0.200012,-0.723145,0.482525,-0.0717604,-0.150161,0.241272,0.0733673,-0.0656159
0.955,0.663879,0.161926,-0.725952,0.442208,-0.0650409,-0.137332,0.237926,0.0694327,-0.0635288
0.96,0.673462,0.161743,-0.72876,0.409832,-0.0619866,-0.110454,0.234483,0.065449,-0.0610774
0.99,0.572815,0.173462,-0.711609,0.257116,-0.0186151,-0.0432592,0.229819,0.064692,-0.0624024
