227.335	0.980713	0.0365601	-0.199768	0.00536416	0.00704406	-0.00154625	0	0	0
227.355	0.978027	0.0393066	-0.203064	-0.00257709	0.00704406	-0.000324517	0	0	0
227.365	0.979431	0.0366211	-0.20166	0.00353156	0.00704406	-0.000324517	0	0	0
227.38	0.978027	0.0355225	-0.201172	0.00902935	0.00521146	0.000286349	0	0	0
227.4	0.979248	0.0345459	-0.201355	0.0083994	0.00398974	0.000925847	0	0	0
227.41	0.979736	0.0349121	-0.2005	-0.00137445	0.0064332	0.000314981	0	0	0
227.425	0.978455	0.0352173	-0.200195	-0.00259618	0.00704407	0.000925847	0	0	0
227.445	0.97937	0.0331421	-0.200806	0.000458145	0.00460061	0.00336931	0	0	0
227.465	0.978088	0.0307007	-0.20105	-0.00015272	0.00704407	0.00275844	0	0	0
227.475	0.979126	0.0336914	-0.20166	0.00534507	0.00521147	0.00153671	0	0	0
227.49	0.979431	0.0339966	-0.200012	0.00817032	0.00252936	-4.77E-05	0	0	0
227.51	0.978271	0.0321045	-0.201599	0.000839935	0.00619455	-0.00126946	0	0	0
227.52	0.980103	0.0337524	-0.202515	0.000229071	0.00252936	-0.00188033	0	0	0
227.535	0.976929	0.034668	-0.198853	-0.00526872	0.00375109	-0.00249119	0	0	0
227.555	0.978088	0.036438	-0.203247	-0.000992661	0.00741628	-0.00188033	0	0	0
227.57	0.97937	0.0352783	-0.201721	0.00572686	0.00619455	-0.00126946	0	0	0
227.59	0.979309	0.0338745	-0.201355	0.00333112	0.00313067	0.000324517	0	0	0
227.605	0.979919	0.0307617	-0.200562	-0.00395154	0.000677661	0.000696763	0	0	0
227.62	0.979797	0.0337524	-0.198547	-0.006395	0.000677661	8.59E-05	0	0	0
227.635	0.978088	0.0316772	-0.198608	-0.000286343	6.68E-05	8.59E-05	0	0	0
227.65	0.979675	0.034668	-0.199646	0.00154625	0.000677661	8.59E-05	0	0	0
227.665	0.981079	0.0327759	-0.199158	0.000935389	-0.000544068	-0.0017467	0	0	0
227.675	0.979797	0.0310669	-0.199707	0.00154625	-0.0017658	-0.00235757	0	0	0
227.69	0.978271	0.0343628	-0.201721	-0.00211894	-0.00115493	-0.0017467	0	0	0
227.71	0.979187	0.0374756	-0.199036	0.00393244	0.000763563	-0.00310206	0	0	0
227.73	0.977661	0.03479	-0.203186	0.00332158	0.00137443	-0.00249119	0	0	0
227.745	0.978699	0.0369873	-0.202271	0.00209985	0.00137443	-4.77E-05	0	0	0
227.76	0.97998	0.0333252	-0.19928	0.00515418	0.00137443	-0.00249119	0	0	0
227.775	0.978516	0.0316162	-0.199707	0.00393244	0.000152698	0.000563137	0	0	0
227.79	0.98114	0.0311279	-0.199219	-0.00217621	-0.00229076	0.00178487	0	0	0
227.805	0.980652	0.0306396	-0.196045	-0.0100793	-0.00116447	0.0039897	0	0	0
227.82	0.980774	0.0315552	-0.197144	-0.00335976	-0.00299707	0.000935375	0	0	0
227.835	0.980713	0.0282593	-0.194214	0.00458149	-0.0042188	-0.00395155	0	0	0
227.85	0.980896	0.0296631	-0.195007	0.00519235	-0.00849486	-0.00883847	0	0	0
227.86	0.982544	0.0299072	-0.194214	0.00397062	-0.0115492	-0.00761674	0	0	0
227.875	0.980286	0.0301514	-0.192566	0.000916295	-0.0176578	-0.00822761	0	0	0
227.895	0.979919	0.038208	-0.198181	0.00152716	-0.017047	-0.00639501	0	0	0
227.91	0.97937	0.0375977	-0.197937	0.00819895	-0.0155007	-0.00829442	0	0	0
227.925	0.97821	0.0400391	-0.200256	0.0112533	-0.0197768	-0.0107379	0	0	0
227.94	0.977539	0.0383301	-0.204346	0.00880982	-0.0191659	-0.0107379	0	0	0
227.96	0.978149	0.0388794	-0.204224	0.0143076	-0.0216094	-0.00707269	0	0	0
227.97	0.976685	0.0387573	-0.204651	0.0130859	-0.0209985	-0.0034075	0	0	0
227.98	0.978333	0.0413208	-0.203674	0.00819895	-0.0167225	-0.00218577	0	0	0
227.99	0.977661	0.0357666	-0.206726	0.00880982	-0.0161116	-0.0015749	0	0	0
228.005	0.978027	0.0379639	-0.208618	0.0161402	-0.0106138	-0.00218577	0	0	0
228.02	0.979248	0.032959	-0.206604	0.0253032	-0.00633774	-0.00279663	0	0	0
228.04	0.978882	0.0300903	-0.205017	0.0149185	-0.00572687	0.00209029	0	0	0
228.06	0.980225	0.0319824	-0.201111	-0.00157489	-0.00145081	0.00209029	0	0	0
228.075	0.978027	0.0350952	-0.200256	0.0106424	-0.00206168	-0.00218577	0	0	0
228.095	0.980713	0.0341797	-0.20105	0.0271358	-0.00206168	-0.00829442	0	0	0
228.11	0.978943	0.0349121	-0.201111	0.021638	-0.0087812	-0.0107379	0	0	0
228.125	0.976135	0.0394287	-0.204712	0.00942068	-0.0112247	-0.0119596	0	0	0
228.14	0.9776	0.0386353	-0.206848	0.00270116	-0.00939206	-0.0125705	0	0	0
228.16	0.975769	0.0429688	-0.211487	0.00331203	-0.00267255	-0.00829442	0	0	0
228.17	0.976135	0.0413208	-0.211121	0.0106424	-0.00755947	-0.00524009	0	0	0
228.185	0.976685	0.0421753	-0.210815	0.00453376	0.00160351	0.000257694	0	0	0
228.205	0.975403	0.0402832	-0.214294	0.0020903	0.00954476	0.0112533	0	0	0
228.225	0.978638	0.0367432	-0.21051	-0.00768355	0.0119882	0.0185837	0	0	0
228.24	0.976929	0.0327759	-0.208801	-0.0162357	0.017486	0.0185837	0	0	0
228.255	0.977417	0.0330811	-0.210693	-0.00951614	0.0217621	0.0149185	0	0	0
228.27	0.977478	0.0350952	-0.205688	0.00819895	0.0242055	0.0100315	0	0	0
228.285	0.979065	0.0272827	-0.201965	0.0130859	0.0284816	0.0118641	0	0	0
228.3	0.980164	0.0241699	-0.198792	-0.00890528	0.0327577	0.012475	0	0	0
228.315	0.980591	0.0248413	-0.200012	-0.0174574	0.0297033	0.0118641	0	0	0
228.33	0.980469	0.0250244	-0.198547	-0.00401836	0.0242055	0.00758808	0	0	0
228.35	0.982971	0.0234985	-0.190125	0.00636636	0.0199295	0.00453375	0	0	0
228.365	0.983459	0.0222168	-0.18811	-0.00462922	0.01321	0.00270116	0	0	0
228.38	0.982239	0.0255737	-0.187073	-0.0186791	0.00832303	-0.00218577	0	0	0
228.395	0.979248	0.0270386	-0.191833	-0.00768355	0.0089339	-0.010127	0	0	0
228.41	0.981567	0.0317993	-0.190491	0.0118641	0.00160351	-0.0205117	0	0	0
228.425	0.978577	0.0331421	-0.193481	0.0143076	-0.000839948	-0.0235661	0	0	0
228.44	0.981995	0.0358887	-0.195679	0.00880982	-0.00389427	-0.0211226	0	0	0
228.455	0.977966	0.0383911	-0.194824	-0.00340749	-0.0069486	-0.0150139	0	0	0
228.47	0.978027	0.0435791	-0.198914	-0.00279662	-0.00755947	-0.00646183	0	0	0
228.49	0.977661	0.0437012	-0.206116	0.00453376	-0.00389427	0.00331202	0	0	0
228.5	0.977966	0.0432739	-0.205261	0.0130859	-0.000229083	0.00575548	0	0	0
228.51	0.979675	0.0426025	-0.203857	0.0161402	-0.000839949	0.00697721	0	0	0
228.525	0.977844	0.0391846	-0.204407	0.0112533	0.00343611	0.0100315	0	0	0
228.54	0.979065	0.0335693	-0.202515	-0.00646182	0.00649044	0.0118641	0	0	0
228.565	0.976563	0.0350952	-0.205444	-0.00462922	0.00954476	0.0130859	0	0	0
228.58	0.979919	0.0319824	-0.203552	0.0136967	0.0119882	0.012475	0	0	0
228.595	0.980408	0.0292358	-0.19812	0.0185837	0.0125991	0.0118641	0	0	0
228.61	0.97998	0.0262451	-0.196167	0.00514463	0.0107665	0.0130859	0	0	0
228.625	0.981079	0.0287476	-0.19458	-0.00890528	0.0119882	0.012475	0	0	0
228.64	0.981201	0.0291748	-0.191589	-0.00462922	0.00954476	0.00697721	0	0	0
228.655	0.979919	0.0299683	-0.193542	-0.000964028	0.00404698	0.00270116	0	0	0
228.67	0.98114	0.0363159	-0.192932	0.00270117	-0.00145081	-0.00218577	0	0	0
228.685	0.981018	0.0350952	-0.191406	0.0020903	-0.00328341	-0.00462923	0	0	0
228.7	0.980103	0.0375366	-0.195618	-0.00829441	-0.0069486	-0.00218577	0	0	0
228.715	0.981201	0.0377197	-0.19458	-0.0144031	-0.0130573	0.000257694	0	0	0
228.73	0.979492	0.0393066	-0.198303	-0.010127	-0.0106138	0.00270116	0	0	0
228.75	0.979248	0.0402832	-0.202209	-0.00401836	-0.0155007	0.00575548	0	0	0
228.765	0.979248	0.0375366	-0.201843	-0.00951614	-0.0124464	0.0106424	0	0	0
228.78	0.979004	0.0391846	-0.200989	-0.0150139	-0.0130573	0.0161402	0	0	0
228.795	0.980591	0.0380249	-0.195923	-0.0217335	-0.0124464	0.021638	0	0	0
228.81	0.976929	0.0336914	-0.199158	-0.023566	-0.0130573	0.0234706	0	0	0
228.825	0.980591	0.0373535	-0.202515	-0.00524009	-0.0112247	0.0253032	0	0	0
228.84	0.980347	0.0345459	-0.195923	0.0155293	-0.0118355	0.0234706	0	0	0
228.855	0.980408	0.0227661	-0.193665	0.00636636	-0.0124464	0.0240814	0	0	0
228.865	0.981506	0.0211182	-0.195679	-0.00951614	-0.0130573	0.0246923	0	0	0
228.885	0.979248	0.0257568	-0.201904	-0.0241769	-0.0136681	0.0179728	0	0	0
228.9	0.981628	0.0264893	-0.199585	-0.00890528	-0.0136681	0.012475	0	0	0
228.915	0.977966	0.0233765	-0.200317	0.00147943	-0.0148899	0.0100315	0	0	0
228.93	0.980347	0.0203857	-0.197205	-0.0119596	-0.0155007	0.00575548	0	0	0
228.945	0.97937	0.024292	-0.200439	-0.0186791	-0.0167225	0.00514462	0	0	0
228.965	0.980225	0.0237427	-0.201965	-0.00646182	-0.0191659	-0.0015749	0	0	0
228.98	0.978699	0.0272217	-0.204651	-0.000353162	-0.0191659	-0.00401836	0	0	0
228.99	0.979492	0.0264282	-0.203186	-0.00279662	-0.018555	-0.0034075	0	0	0
229.01	0.977417	0.0338135	-0.20166	-0.00768355	-0.0161116	-0.0034075	0	0	0
229.025	0.976807	0.0305176	-0.202515	-0.0144031	-0.0106138	-0.000964038	0	0	0
229.04	0.979248	0.0369263	-0.207275	-0.00768355	-0.00633774	-0.000353172	0	0	0
229.05	0.976685	0.0359497	-0.207886	0.00147943	-0.00939206	0.000257694	0	0	0
229.07	0.977783	0.0346069	-0.207581	-0.00524009	-0.00633774	0.00392289	0	0	0
229.085	0.977173	0.0360107	-0.205811	-0.01929	-0.0069486	0.00942068	0	0	0
229.105	0.977844	0.0345459	-0.205688	-0.0199009	-0.0118355	0.0112533	0	0	0
229.12	0.97876	0.0369873	-0.204346	-0.0131813	-0.0100029	0.012475	0	0	0
229.13	0.978577	0.0325317	-0.204102	-0.0113487	-0.0069486	0.0130859	0	0	0
229.145	0.979065	0.0292969	-0.202271	-0.00890528	-0.0087812	0.012475	0	0	0
229.165	0.97821	0.0269165	-0.2005	-0.0186791	-0.0100029	0.0143076	0	0	0
229.18	0.97937	0.027832	-0.20166	-0.0266204	-0.014279	0.0149185	0	0	0
229.195	0.979919	0.0317993	-0.20105	-0.0162357	-0.0136681	0.0118641	0	0	0
229.215	0.976746	0.0302124	-0.201721	-0.0162357	-0.0161116	0.0118641	0	0	0
229.23	0.979309	0.0324707	-0.204285	-0.0168465	-0.0148899	0.0118641	0	0	0
229.24	0.979797	0.03125	-0.203796	-0.0205117	-0.0136681	0.0130859	0	0	0
229.26	0.977905	0.0325928	-0.207825	-0.0217335	-0.0161116	0.0130859	0	0	0
229.27	0.977966	0.0314941	-0.20752	-0.0247878	-0.0124464	0.012475	0	0	0
229.285	0.977905	0.0305786	-0.207703	-0.0205117	-0.0124464	0.012475	0	0	0
229.295	0.977356	0.0308838	-0.206299	-0.0174574	-0.0124464	0.0130859	0	0	0
229.31	0.977539	0.0266724	-0.20459	-0.0266204	-0.0112247	0.0118641	0	0	0
229.325	0.979431	0.026123	-0.203735	-0.0345616	-0.0136681	0.0130859	0	0	0
229.345	0.977661	0.0296021	-0.207153	-0.0229552	-0.0191659	0.0167511	0	0	0
229.365	0.980225	0.0308838	-0.205566	-0.0119596	-0.0173333	0.0155293	0	0	0
229.385	0.978027	0.0236206	-0.205505	-0.010127	-0.0173333	0.0149185	0	0	0
229.405	0.979858	0.0241089	-0.203735	-0.0229552	-0.0118355	0.0161402	0	0	0
229.42	0.978333	0.0239258	-0.202759	-0.0253986	-0.0130573	0.0149185	0	0	0
229.44	0.977844	0.0256958	-0.205017	-0.01929	-0.0161116	0.0143076	0	0	0
229.45	0.97821	0.0273438	-0.204712	-0.0119596	-0.0197768	0.0118641	0	0	0
229.465	0.979797	0.0183716	-0.199524	-0.0113487	-0.0228311	0.00636635	0	0	0
229.485	0.977295	0.0181274	-0.203979	-0.00315932	-0.0172665	-0.00818943	0	0	0
229.495	0.978943	0.0219116	-0.20636	-0.00804624	-0.0172665	-0.0130764	0	0	0
229.515	0.977722	0.0263062	-0.207275	0.00294933	-0.0203208	-0.014909	0	0	0
229.53	0.978027	0.0247803	-0.208252	0.00722539	-0.0178774	-0.0161307	0	0	0
229.55	0.976013	0.0266113	-0.213806	0.00233847	-0.0117687	-0.0197959	0	0	0
229.56	0.97522	0.0289917	-0.215027	0.00600366	-0.0111578	-0.0173524	0	0	0
229.575	0.97644	0.0286255	-0.212891	0.0194427	-0.010547	-0.0210176	0	0	0
229.59	0.976746	0.0327148	-0.217041	0.0310491	-0.00443833	-0.0179633	0	0	0
229.605	0.975891	0.0288086	-0.213074	0.0237188	-0.00443833	-0.0130764	0	0	0
229.62	0.974548	0.0343628	-0.217346	0.0121123	-0.000773136	-0.0106329	0	0	0
229.64	0.974854	0.0369263	-0.213623	0.0438773	0.00350292	-0.00757857	0	0	0
