0.36,0.172852,-0.129883,-1.00806,-0.125897,0.0833994,0.83883,0.0235909,-0.0137574,-0.0937158
0.38,0.234558,-0.15686,-1.01556,-0.0984077,0.153649,0.474755,0.05114,-0.0281827,-0.180531
0.395,0.251648,-0.163147,-1.026,-0.107571,0.215957,0.111901,0.0797069,-0.0428843,-0.261834
0.41,0.253845,-0.242493,-1.0448,-0.139336,0.32347,-0.353579,0.109377,-0.0617857,-0.33694
0.425,0.203613,-0.264893,-1.07556,-0.243794,0.475575,-0.750031,0.137008,-0.0834188,-0.40832
0.435,0.146912,-0.221619,-1.07605,-0.21325,0.552544,-1.01454,0.160836,-0.103964,-0.476842
0.445,0.127014,-0.224609,-1.05768,-0.0703078,0.599581,-1.32791,0.182697,-0.124638,-0.540366
0.455,0.171997,-0.153259,-1.04987,0.174649,0.644174,-1.66511,0.205297,-0.14115,-0.600232
0.46,0.156616,-0.160583,-1.0437,0.317592,0.64112,-1.7714,0.226258,-0.157705,-0.656455
0.465,0.109619,-0.1922,-1.02002,0.456869,0.638676,-1.96016,0.243965,-0.17553,-0.708513
0.48,0.0819702,-0.258789,-0.982971,0.265668,0.843927,-2.8679,0.259244,-0.196758,-0.753756
0.505,0.119812,-0.146545,-1.03265,0.191143,1.00336,-3.02184,0.276836,-0.215142,-0.798015
0.515,0.1474,-0.0998535,-1.00964,0.208858,1.01863,-2.83858,0.294628,-0.230779,-0.838536
0.525,0.175049,-0.145447,-0.966003,0.222908,0.988702,-2.68342,0.311683,-0.247321,-0.87227
0.535,0.169495,-0.187439,-0.927063,0.183201,0.94472,-2.46106,0.326498,-0.264851,-0.900687
0.545,0.156738,-0.231995,-0.892578,0.0781325,0.897072,-2.20572,0.338759,-0.283463,-0.92438
0.585,0.278015,-0.0345459,-0.885681,0.0207111,0.709536,-1.90579,0.358006,-0.294633,-0.942278
0.605,0.32135,0.00628662,-0.880432,0.180758,0.628902,-1.85386,0.378758,-0.304269,-0.955199
0.625,0.340759,0.0192871,-0.789001,0.332863,0.518336,-1.78972,0.396586,-0.310703,-0.961913
0.64,0.19043,0.0559082,-0.664124,0.4361,0.377226,-1.76285,0.405717,-0.312666,-0.970978
