501.19,0.282349,0.371826,-0.885864,-0.104219,0.0163884,0.0148803,0,0,0
501.205,0.284485,0.380188,-0.88739,-0.00525917,-0.00987884,0.0240433,0,0,0
501.225,0.27887,0.343018,-0.882996,0.115081,-0.0294265,0.020989,0,0,0
501.24,0.275024,0.308716,-0.896851,0.11386,-0.0202636,0.0197672,-0.0469614,-0.0561327,-0.0173972
501.255,0.276001,0.299316,-0.896301,0.0436101,-0.013544,0.0167129,-0.0530596,-0.0652037,-0.0198588
501.27,0.276672,0.295898,-0.896057,-0.0211417,-0.00621365,0.0063282,-0.0580902,-0.072991,-0.0219174
501.285,0.278748,0.326721,-0.888123,-0.0571827,0.0017276,0.0173238,-0.0636889,-0.0800445,-0.0237718
501.3,0.282288,0.345581,-0.891052,-0.0229743,-0.00254846,0.016102,-0.0691822,-0.0862979,-0.0249476
501.315,0.283142,0.320679,-0.893433,-0.0174765,-0.00804625,0.0154912,-0.0726342,-0.091282,-0.0258859
501.33,0.27124,0.294067,-0.891602,-0.0260286,0.00233847,-0.0101652,-0.0743564,-0.0945861,-0.026997
501.35,0.27533,0.335999,-0.890869,-0.112161,0.03166,-0.00588911,-0.0771593,-0.0974822,-0.0274529
501.365,0.275513,0.370361,-0.889221,-0.101165,0.0334926,-0.00222391,-0.0808191,-0.0999818,-0.0274443
501.38,0.286194,0.363281,-0.883789,-0.0199199,0.0108906,-0.000391317,-0.0833376,-0.102262,-0.0275066
501.395,0.285217,0.358093,-0.885559,0.0320036,0.00111674,-0.00100218,-0.0850376,-0.10379,-0.0274148
501.41,0.283081,0.359009,-0.882813,0.118136,-0.0129332,-0.00405651,-0.0863854,-0.104729,-0.0273656
501.42,0.277649,0.342163,-0.889771,0.133407,-0.0104897,0.00144128,-0.0866938,-0.104863,-0.0271908
501.44,0.278442,0.318909,-0.889404,0.146846,-0.0159875,-0.00100218,-0.0856643,-0.104357,-0.0272457
501.46,0.276245,0.319214,-0.892883,0.12119,-0.0129332,-0.00100218,-0.0844778,-0.103324,-0.0271018
501.475,0.275879,0.30127,-0.891785,0.0717099,-0.00743538,-0.00161305,-0.082398,-0.101898,-0.0272143
501.49,0.277222,0.309204,-0.894897,0.00207122,0.00600366,-0.00344564,-0.080569,-0.100354,-0.0270308
501.505,0.277588,0.325134,-0.891235,-0.0370242,0.00905799,0.00266301,-0.0793646,-0.0988104,-0.0267834
501.52,0.280823,0.351685,-0.88678,-0.0119787,0.00661452,0.0081608,-0.0791685,-0.0975006,-0.0263246
501.535,0.279358,0.34729,-0.88855,0.0368905,-0.00132672,0.0136586,-0.0785378,-0.0958657,-0.0258477
501.555,0.278076,0.337402,-0.888611,0.0790403,-0.00804625,0.0191564,-0.0772811,-0.0938784,-0.0255126
501.57,0.281189,0.317627,-0.891724,0.089425,-0.013544,0.0154912,-0.0750228,-0.0917331,-0.0252763
501.585,0.278442,0.313293,-0.89447,0.0747642,-0.0147658,0.0136586,-0.0726259,-0.0893347,-0.0250106
501.605,0.28186,0.322388,-0.89563,0.0429992,-0.00987884,0.00999339,-0.0705859,-0.0870541,-0.0245195
501.615,0.27948,0.325745,-0.891846,0.0429992,-0.0263722,-0.000391317,-0.0688042,-0.0847741,-0.0242018
501.635,0.277283,0.330383,-0.891174,0.0423883,-0.0196527,-0.00466738,-0.0671982,-0.0823842,-0.0238783
501.65,0.273865,0.310242,-0.895386,0.0381123,-0.0111006,-0.0113869,-0.0646798,-0.0796209,-0.0237103
501.665,0.278503,0.324646,-0.890198,0.0289493,-0.00315932,-0.0101652,-0.0628629,-0.0772942,-0.0235115
501.68,0.28125,0.328125,-0.893127,0.0442209,-0.00315932,-0.0119978,-0.0611426,-0.0750745,-0.0230953
501.695,0.279602,0.334167,-0.894348,0.0723207,-0.018431,-0.0217716,-0.0597095,-0.0728308,-0.0225701
501.715,0.277283,0.321533,-0.890747,0.116303,-0.0147658,-0.0132195,-0.0578162,-0.0704506,-0.0224509
501.73,0.269531,0.308105,-0.893799,0.0882032,0.000505871,-0.010776,-0.0554724,-0.0676261,-0.0225
501.735,0.274902,0.311401,-0.894775,0.0698773,0.00417106,-0.00833257,-0.0533172,-0.065184,-0.0223821
501.75,0.2771,0.330078,-0.894409,0.0772077,0.0017276,-0.0113869,-0.0520559,-0.063057,-0.0219755
501.775,0.277771,0.315491,-0.897949,0.116303,-0.0104897,-0.0101652,-0.0501643,-0.0608097,-0.0216371
501.8,0.277039,0.3172,-0.901001,0.127299,-0.00743538,-0.0138304,-0.0484595,-0.0585509,-0.0211607
501.82,0.272278,0.276489,-0.899841,0.0454427,0.00417106,-0.0181064,-0.0451449,-0.0558333,-0.0214303
501.84,0.277039,0.316772,-0.898254,-0.0199199,0.0151666,-0.0138304,-0.0437157,-0.0537503,-0.0210938
501.855,0.27655,0.337036,-0.893433,0.0222298,0.0035602,-0.00100218,-0.0432418,-0.0519343,-0.0206908
501.87,0.279663,0.326416,-0.897949,0.0851489,-0.00315932,0.00510647,-0.042175,-0.0501365,-0.0202198
501.89,0.275391,0.306641,-0.900085,0.135851,-0.0111006,-0.00588911,0,0,0
501.9,0.276123,0.303711,-0.901428,0.130964,-0.0111006,-0.00405651,0,0,0
501.92,0.27478,0.314575,-0.902893,0.104697,-0.0111006,-0.00100218,0,0,0
501.935,0.273743,0.285461,-0.894043,0.0833163,-0.0117114,-0.00833257,0,0,0
501.95,0.27594,0.2901,-0.899231,0.0344471,0.000505871,-0.00466737,0,0,0
501.97,0.278198,0.31311,-0.903503,0.048497,0.00294933,-0.00100218,0,0,0
501.985,0.276001,0.314514,-0.899414,0.089425,-0.00193759,-0.00100218,0,0,0
502,0.27356,0.30365,-0.895935,0.116914,-0.00193759,0.00205214,0,0,0
502.015,0.276855,0.299011,-0.900757,0.101031,-0.00132672,0.00510647,0,0,0
502.035,0.276367,0.309998,-0.901733,0.109584,-0.0123223,0.0106043,0,0,0
502.05,0.27887,0.308777,-0.897766,0.148679,-0.0129332,0.0063282,0,0,0
502.065,0.270752,0.268555,-0.903992,0.124244,-0.00315932,-0.00833257,0,0,0
502.08,0.274902,0.276306,-0.902405,0.0423883,0.0102797,-0.0168847,0,0,0
502.095,0.276123,0.318054,-0.904968,0.0448318,0.00966885,-0.0126086,0,0,0
502.115,0.275208,0.306213,-0.90271,0.103475,-0.00132673,-0.010776,0,0,0
502.13,0.275024,0.282776,-0.907104,0.124855,0.00294933,-0.0205499,0,0,0
502.145,0.274963,0.283875,-0.903564,0.123023,0.00478193,-0.0333781,0,0,0
502.16,0.276123,0.288513,-0.910889,0.126688,0.000505871,-0.0486497,0,0,0
502.17,0.273987,0.269165,-0.899475,0.098588,0.0035602,-0.0535366,0,0,0
502.175,0.274719,0.272644,-0.896484,0.0686555,0.00478193,-0.047428,0,0,0
502.195,0.28186,0.33783,-0.902527,0.0313928,-0.0147658,-0.00894343,0,0,0
502.215,0.278564,0.31665,-0.904114,0.188996,-0.0398112,-0.00649997,0,0,0
502.235,0.272034,0.287354,-0.90625,0.225037,-0.041033,-0.00894343,0,0,0
502.255,0.272034,0.272461,-0.913452,0.232367,-0.0483634,-0.000391317,0,0,0
502.27,0.26593,0.231262,-0.910828,0.169448,-0.0569155,0.0307628,0,0,0
502.29,0.27356,0.280762,-0.916443,0.106529,-0.0263722,0.020989,0,0,0
502.3,0.27002,0.288086,-0.910889,0.126688,-0.0190418,0.0106043,0,0,0
502.32,0.274719,0.272339,-0.915894,0.160896,-0.0172092,-0.0376541,0,0,0
502.335,0.274841,0.284729,-0.916443,0.188996,-0.0190418,-0.0669756,0,0,0
502.35,0.270447,0.273682,-0.907227,0.210376,-0.022707,-0.0853016,0,0,0
502.37,0.269714,0.264404,-0.91217,0.224426,-0.0251505,-0.10546,0,0,0
502.385,0.260254,0.25061,-0.914246,0.203657,-0.0220962,-0.120121,0,0,0
502.4,0.266113,0.247925,-0.912659,0.18472,-0.00499192,-0.120121,0,0,0
502.415,0.276001,0.256287,-0.924072,0.156009,-0.0190418,-0.145166,0,0,0
502.43,0.259399,0.311401,-0.915771,0.232368,0.00111674,-0.146388,0,0,0
502.445,0.264648,0.281433,-0.895569,0.363704,-0.0141549,-0.128062,0,0,0
502.465,0.242188,0.170532,-0.928955,0.328273,-0.0343135,-0.134782,0,0,0
502.48,0.256897,0.240356,-0.91925,0.175557,-0.00804625,-0.118288,0,0,0
502.49,0.255737,0.233093,-0.942261,0.134629,-0.00743538,-0.120732,0,0,0
502.51,0.273254,0.253662,-0.943665,0.22687,-0.0489742,-0.122564,0,0,0
502.525,0.277771,0.188416,-0.934692,0.235422,-0.0868479,-0.124397,0,0,0
502.54,0.268188,0.209717,-0.940063,0.157231,-0.115559,-0.0944646,0,0,0
502.55,0.297668,0.206787,-0.933472,0.117525,-0.14488,-0.0590344,0,0,0
502.57,0.274475,0.194763,-0.945496,0.0454427,-0.194971,-0.0437628,0,0,0
502.585,0.25647,0.212402,-0.939941,0.0197863,-0.216351,-0.0388758,0,0,0
502.6,0.254272,0.220703,-0.960022,0.00451468,-0.23651,-0.0407084,0,0,0
502.615,0.239929,0.213318,-0.979126,0.0417775,-0.245062,-0.0633105,0,0,0
502.63,0.214233,0.28009,-0.986389,0.0674338,-0.216962,-0.0645322,0,0,0
502.645,0.202087,0.27179,-0.917786,0.0729316,-0.244451,-0.0596453,0,0,0
502.66,0.083313,0.271545,-0.927612,0.236033,-0.23651,-0.0865233,0,0,0
502.675,0.150696,0.289063,-0.911438,0.379586,-0.227958,-0.038265,0,0,0
502.695,0.140564,0.178162,-0.876404,0.451057,-0.169315,-0.0944646,0,0,0
502.71,0.174927,0.18573,-0.875854,0.349654,-0.138771,-0.139058,0,0,0
502.72,0.191895,0.185669,-0.890198,0.293454,-0.104563,-0.152497,0,0,0
502.735,0.234741,0.181519,-0.923096,0.084538,-0.0673002,-0.120121,0,0,0
502.75,0.257019,0.192932,-0.938293,-0.0999433,-0.041033,-0.103017,0,0,0
502.77,0.269592,0.195801,-0.927002,-0.16836,-0.0373678,-0.11218,0,0,0
502.785,0.27771,0.231018,-0.92749,-0.1256,-0.0330917,-0.108515,0,0,0
502.8,0.296509,0.242371,-0.933167,-0.0974998,-0.0605807,-0.079193,0,0,0
502.815,0.304932,0.160217,-0.911621,-0.250216,-0.116169,-0.0657539,0,0,0
502.83,0.303894,0.147949,-0.956909,-0.294199,-0.0526394,-0.0810256,0,0,0
502.845,0.230469,0.268555,-0.996704,-0.195238,-0.0563046,-0.0547583,0,0,0
502.86,0.231018,0.189392,-0.952881,-0.0101461,-0.0923457,-0.0877451,0,0,0
502.875,0.215515,0.164063,-0.940186,-0.120713,-0.0966217,-0.0816364,0,0,0
502.89,0.207031,0.177979,-0.915894,-0.393159,-0.113726,-0.0565909,0,0,0
502.905,0.213135,0.281982,-0.948364,-0.497006,-0.113726,-0.0162738,0,0,0
502.925,0.208374,0.184875,-0.9729,-0.498228,-0.0984543,-0.0236042,0,0,0
502.94,0.245239,0.152527,-0.994629,-0.497617,-0.0343135,-0.0352106,0,0,0
502.95,0.323853,0.186157,-0.999146,-0.387661,-0.0245396,-0.0779712,0,0,0
502.965,0.319153,0.139343,-1.01782,-0.112161,0.0231079,-0.150664,0,0,0
502.985,0.374573,0.174622,-1.04449,0.292232,0.0756423,-0.210529,0,0,0
503,0.424377,0.122253,-1.02289,0.570787,0.0835836,-0.25329,0,0,0
503.015,0.441345,0.0994263,-1.01068,0.711897,0.0658685,-0.303991,0,0,0
503.03,0.441101,0.0899658,-0.988892,0.775427,0.0194427,-0.37363,0,0,0
503.045,0.424377,0.0946655,-0.971924,0.853618,-0.0385895,-0.466482,0,0,0
503.06,0.382629,0.102661,-0.952148,0.969682,-0.134495,-0.581935,0,0,0
503.075,0.343079,0.111816,-0.928284,1.03382,-0.239564,-0.676008,0,0,0
503.09,0.276855,0.12677,-0.901917,1.03138,-0.371511,-0.745036,0,0,0
503.105,0.184692,0.160706,-0.886963,0.966628,-0.469861,-0.770693,0,0,0
503.12,0.101135,0.180481,-0.891785,0.847509,-0.55416,-0.765195,0,0,0
503.135,0.0421143,0.170715,-0.881348,0.653254,-0.620744,-0.748701,0,0,0
503.15,-0.0258789,0.173523,-0.878296,0.375921,-0.63174,-0.702887,0,0,0
503.165,-0.0483398,0.200562,-0.878296,0.151122,-0.628075,-0.648519,0,0,0
503.185,-0.126709,0.325745,-0.931946,0.187163,-0.563323,-0.545283,0,0,0
503.2,-0.151245,0.29126,-0.92511,0.248861,-0.519952,-0.467703,0,0,0
503.22,-0.160217,0.274109,-0.886841,0.236033,-0.438706,-0.367521,0,0,0
503.235,-0.124878,0.238037,-0.873291,0.205489,-0.386783,-0.325983,0,0,0
503.245,-0.119446,0.223694,-0.861633,0.119357,-0.32814,-0.271616,0,0,0
503.265,-0.0286255,0.417542,-1.11316,-0.00342657,-0.0776849,-0.0663648,-0.0505497,0.0210836,-0.0282896
503.28,0.0393677,0.296875,-1.08325,0.154788,-0.0337026,-0.0431519,-0.0523222,0.0175319,-0.0212769
503.295,0.0765991,0.277222,-1.01538,0.317278,0.0176101,-0.0266585,-0.0528226,0.0127375,-0.0180389
