8.425	0.0706177	0.120056	-0.661316	0.484969	0.735193	-1.20757	0	0	0
8.44	0.0350342	0.248291	-0.660828	0.230238	0.435258	-1.11594	0	0	0
8.45	0.00701904	0.321106	-0.618042	0.0989019	0.222066	-1.0353	0	0	0
8.46	-0.00787354	0.382385	-0.571594	-0.0690861	-0.0051761	-0.914964	0	0	0
8.47	-0.0379028	0.469543	-0.557556	-0.157662	-0.239748	-0.752474	0.00149307	-0.0638014	-0.032732
8.475	-0.0598755	0.550964	-0.542419	-0.123453	-0.357035	-0.654736	0.00311094	-0.0858053	-0.0520155
8.49	-0.053894	0.723206	-0.518066	0.585151	-0.840229	-0.223465	0.00824599	-0.113472	-0.0692483
8.5	-0.10144	0.743347	-0.511108	1.12699	-1.14261	0.0734161	0.0115938	-0.140813	-0.085314
8.51	-0.147156	0.710083	-0.516418	1.59002	-1.40956	0.389233	0.0124355	-0.165448	-0.100231
8.515	-0.16925	0.693298	-0.524109	1.77695	-1.52501	0.557221	0.0120741	-0.188154	-0.114007
8.53	-0.24231	0.629333	-0.549927	2.06528	-1.79379	1.12838	0.00779496	-0.207215	-0.125988
8.54	-0.236877	0.619324	-0.593994	2.01396	-1.90558	1.54133	0.0040335	-0.223972	-0.134921
8.55	-0.198364	0.607605	-0.627319	1.75923	-1.96117	1.89441	0.00227001	-0.238005	-0.141572
8.56	-0.137329	0.614014	-0.712219	1.40738	-1.98499	2.23588	0.00360131	-0.249413	-0.143476
8.57	-0.0917358	0.578979	-0.81604	0.99382	-1.97705	2.53215	0.00662302	-0.256355	-0.140441
8.58	-0.0435181	0.541687	-0.980713	0.468475	-1.9178	2.79604	0.0115783	-0.25841	-0.130015
8.59	0.00909424	0.522888	-1.11096	-0.196146	-1.77485	3.07338	0.0188184	-0.256962	-0.114127
8.6	0.067627	0.496704	-1.18921	-0.609702	-1.62397	3.21998	0.0283726	-0.252396	-0.0957255
8.61	0.140625	0.405029	-1.24438	-0.865655	-1.45537	3.33055	0.0403917	-0.242121	-0.0769941
8.62	0.213501	0.364441	-1.29028	-0.987828	-1.27517	3.44478	0.0551199	-0.229208	-0.057809
8.63	0.246826	0.293396	-1.41754	-0.993936	-1.08641	3.55718	0.070839	-0.211566	-0.0346072
8.64	0.235657	0.198242	-1.51703	-0.985995	-0.860388	3.68424	0.085395	-0.188771	-0.009135
8.65	0.199158	0.236389	-1.55359	-0.934682	-0.624594	3.83207	0.0973593	-0.168184	0.0175113
8.66	0.184387	0.292419	-1.58014	-0.838166	-0.333822	3.92737	0.107508	-0.15063	0.0450427
8.67	0.16626	0.262268	-1.6109	-0.536398	-0.0497693	3.94386	0.115841	-0.131955	0.0723494
8.68	0.165833	0.120422	-1.62451	-0.220581	0.201296	3.93714	0.123977	-0.107667	0.0968926
8.69	0.178406	-0.012085	-1.6889	-0.00494525	0.489014	3.91026	0.132965	-0.0780707	0.121427
8.7	0.157104	-0.0762939	-1.76624	0.0677477	0.755962	3.87422	0.140631	-0.0460851	0.147693
8.71	0.120239	-0.157166	-1.81628	0.0726347	0.978317	3.82474	0.146449	-0.0111938	0.17403
8.72	0.0700073	-0.199219	-1.82294	0.0359827	1.18357	3.75388	0.149317	0.0244032	0.19886
8.73	0.0130615	-0.23877	-1.8042	-0.0501493	1.36805	3.65736	0.149064	0.0605182	0.22093
8.735	-0.0319214	-0.256165	-1.77118	-0.0935207	1.45907	3.57917	0.14656	0.0958673	0.239927
8.745	-0.0957031	-0.270569	-1.70911	-0.122842	1.67409	3.40996	0.140555	0.130401	0.254492
8.75	-0.1073	-0.271912	-1.66705	-0.092299	1.75167	3.32689	0.133911	0.162917	0.266223
8.755	-0.117371	-0.267761	-1.62878	-0.0177734	1.8262	3.24197	0.126618	0.193288	0.275524
8.77	-0.172852	-0.264893	-1.51721	0.371348	1.99785	2.9567	0.115683	0.221194	0.278787
8.785	-0.255859	-0.261292	-1.44531	0.829497	2.175	2.62073	0.100039	0.247716	0.277907
8.795	-0.309814	-0.291626	-1.41821	1.22656	2.3381	2.28719	0.0824504	0.274493	0.275004
8.805	-0.351318	-0.339233	-1.37964	1.50634	2.467	1.99459	0.0640454	0.301693	0.269646
8.82	-0.391235	-0.416382	-1.29956	1.72564	2.64598	1.54621	0.0452924	0.329448	0.260011
8.835	-0.412415	-0.472229	-1.18475	1.80505	2.78587	1.08134	0.0270016	0.355945	0.245326
8.845	-0.411377	-0.517029	-1.10651	1.83865	2.85612	0.698331	0.0103446	0.381178	0.227962
8.85	-0.408997	-0.53064	-1.07227	1.8362	2.87689	0.550502	-0.00526511	0.404851	0.210089
8.86	-0.408691	-0.547729	-1.01715	1.81543	2.89949	0.263395	-0.0202315	0.426562	0.19102
8.875	-0.413574	-0.544983	-0.921387	1.72991	2.91048	-0.155658	-0.0351969	0.444859	0.169259
